Tree.png,-9.5,38.5,120,200
Tree.png,22.5,37.5,120,200
Tree.png,89.5,39.5,120,200
Tree.png,137.5,29.5,120,200
Tree.png,195.5,25.5,120,200
Tree.png,274.5,29.5,120,200
Tree.png,337.5,54.5,120,200
Tree.png,419.5,38.5,120,200
Tree.png,508.5,29.5,120,200
Tree.png,586.5,19.5,120,200
Tree.png,669.5,33.5,120,200
Tree.png,769.5,47.5,120,200
Tree.png,866.5,33.5,120,200
Tree.png,975.5,26.5,120,200
Tree.png,1071.5,32.5,120,200
Tree.png,1149.5,38.5,120,200
Tree.png,1203.5,20.5,120,200
Tree.png,1236.5,11.5,120,200
Tree.png,1253.5,14.5,120,200
Tree.png,1193.5,15.5,120,200
Tree.png,993.5,11.5,120,200
Tree.png,892.5,7.5,120,200
Tree.png,1266.5,635.5,120,200
Tree.png,1222.5,622.5,120,200
Tree.png,1145.5,608.5,120,200
Tree.png,1077.5,628.5,120,200
Tree.png,1020.5,634.5,120,200
Tree.png,929.5,625.5,120,200
Tree.png,846.5,617.5,120,200
Tree.png,747.5,618.5,120,200
Tree.png,660.5,616.5,120,200
Tree.png,589.5,621.5,120,200
Tree.png,515.5,625.5,120,200
Tree.png,444.5,625.5,120,200
Tree.png,369.5,622.5,120,200
Tree.png,287.5,615.5,120,200
Tree.png,198.5,592.5,120,200
Tree.png,108.5,589.5,120,200
Tree.png,44.5,603.5,120,200
Tree.png,-4.5,611.5,120,200
Tree.png,-8.5,615.5,120,200
Tree.png,92.5,627.5,120,200
Tree.png,169.5,628.5,120,200
Tree.png,295.5,628.5,120,200
Tree.png,446.5,629.5,120,200
Tree.png,640.5,629.5,120,200
Tree.png,780.5,643.5,120,200
Tree.png,889.5,638.5,120,200
Tree.png,-20.0,295.0,120,200
Tree.png,1255.0,295.0,120,200
