Tree.png,-15.5,37.5,120,200
Tree.png,30.5,27.5,120,200
Tree.png,98.5,15.5,120,200
Tree.png,143.5,15.5,120,200
Tree.png,186.5,44.5,120,200
Tree.png,253.5,44.5,120,200
Tree.png,327.5,37.5,120,200
Tree.png,438.5,39.5,120,200
Tree.png,559.5,40.5,120,200
Tree.png,622.5,57.5,120,200
Tree.png,706.5,37.5,120,200
Tree.png,804.5,13.5,120,200
Tree.png,892.5,15.5,120,200
Tree.png,979.5,23.5,120,200
Tree.png,1079.5,29.5,120,200
Tree.png,1166.5,29.5,120,200
Tree.png,1228.5,29.5,120,200
Tree.png,1246.5,25.5,120,200
Tree.png,1065.5,28.5,120,200
Tree.png,928.5,32.5,120,200
Tree.png,846.5,26.5,120,200
Tree.png,738.5,23.5,120,200
Tree.png,661.5,21.5,120,200
Tree.png,593.5,25.5,120,200
Tree.png,459.5,22.5,120,200
Tree.png,324.5,26.5,120,200
Tree.png,198.5,11.5,120,200
Tree.png,120.5,8.5,120,200
Tree.png,1265.5,629.5,120,200
Tree.png,1242.5,618.5,120,200
Tree.png,1176.5,611.5,120,200
Tree.png,1120.5,622.5,120,200
Tree.png,1061.5,632.5,120,200
Tree.png,998.5,628.5,120,200
Tree.png,914.5,609.5,120,200
Tree.png,832.5,605.5,120,200
Tree.png,739.5,613.5,120,200
Tree.png,664.5,620.5,120,200
Tree.png,586.5,620.5,120,200
Tree.png,499.5,619.5,120,200
Tree.png,498.5,620.5,120,200
Tree.png,498.5,620.5,120,200
Tree.png,429.5,632.5,120,200
Tree.png,359.5,632.5,120,200
Tree.png,272.5,628.5,120,200
Tree.png,203.5,608.5,120,200
Tree.png,129.5,612.5,120,200
Tree.png,53.5,625.5,120,200
Tree.png,30.5,632.5,120,200
Tree.png,1.5,640.5,120,200
Tree.png,19.5,631.5,120,200
Tree.png,191.5,618.5,120,200
Tree.png,378.5,624.5,120,200
Tree.png,520.5,621.5,120,200
Tree.png,641.5,624.5,120,200
Tree.png,728.5,628.5,120,200
Tree.png,824.5,631.5,120,200
Tree.png,911.5,628.5,120,200
Tree.png,-20,295.0,120,200
Tree.png,1255,295.0,120,200
