Tree.png,12.5,32.5,120,200
Tree.png,29.5,15.5,120,200
Tree.png,78.5,18.5,120,200
Tree.png,123.5,30.5,120,200
Tree.png,210.5,42.5,120,200
Tree.png,294.5,24.5,120,200
Tree.png,401.5,15.5,120,200
Tree.png,471.5,17.5,120,200
Tree.png,563.5,34.5,120,200
Tree.png,660.5,40.5,120,200
Tree.png,773.5,35.5,120,200
Tree.png,917.5,30.5,120,200
Tree.png,1029.5,33.5,120,200
Tree.png,1135.5,34.5,120,200
Tree.png,1206.5,24.5,120,200
Tree.png,1263.5,22.5,120,200
Tree.png,1278.5,18.5,120,200
Tree.png,1149.5,-11.5,120,200
Tree.png,988.5,-9.5,120,200
Tree.png,863.5,-6.5,120,200
Tree.png,812.5,2.5,120,200
Tree.png,732.5,-7.5,120,200
Tree.png,625.5,-20.5,120,200
Tree.png,498.5,-13.5,120,200
Tree.png,410.5,-11.5,120,200
Tree.png,333.5,-13.5,120,200
Tree.png,8.5,625.5,120,200
Tree.png,31.5,627.5,120,200
Tree.png,130.5,629.5,120,200
Tree.png,200.5,630.5,120,200
Tree.png,271.5,626.5,120,200
Tree.png,319.5,615.5,120,200
Tree.png,373.5,614.5,120,200
Tree.png,444.5,616.5,120,200
Tree.png,510.5,623.5,120,200
Tree.png,587.5,634.5,120,200
Tree.png,673.5,634.5,120,200
Tree.png,795.5,634.5,120,200
Tree.png,910.5,638.5,120,200
Tree.png,1022.5,632.5,120,200
Tree.png,1120.5,623.5,120,200
Tree.png,1179.5,619.5,120,200
Tree.png,1231.5,620.5,120,200
Tree.png,1200.5,609.5,120,200
Tree.png,1062.5,618.5,120,200
Tree.png,889.5,621.5,120,200
Tree.png,747.5,619.5,120,200
Tree.png,661.5,617.5,120,200
Tree.png,562.5,624.5,120,200
Tree.png,444.5,622.5,120,200
Tree.png,323.5,624.5,120,200
Tree.png,65,295.0,120,200
Tree.png,1170,295.0,120,200
